season,team,season_type,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list
2025,DET,REG,8,178,241,1918,18,3,18,-113,2,2,1582,1058,96,53.9253718370618,7.92443689071771,0,227,1001,11,2,1,53,-10.4008591534889,0,178,231,1918,18,1,0,1582,1058,96,98.8243837588799,0,1,290,8,198,35,178,9,28,171,51,8,51,45,0,0,1,0,1,2,4,4,0,52,391,27,14,140,31,806,9,13,3,1,58,0.692307692307692,0,2,2,3,2,0,0,0,0,0,2,1,30;27;34;45;48;58;28;58;41,55;67;54,45,369,176,45,30,30,0,0,1,0,0,0,0,
2025,GB,REG,8,177,250,2071,13,3,11,-91,1,1,1919,1088,97,78.9080411868036,8.21036372938727,1,228,903,10,3,1,55,-1.43396998244387,0,177,234,2071,13,1,0,1919,1088,97,108.382900208531,1,0,279,14,270,38,152,3,22,129,59,3,0,30,0,1,0,37,4,4,2,2,0,62,468,36,19,94,27,692,15,20,4,1,61,0.75,0,4,6,2,2,1,0,0,0,3,1,0,34;38;22;56;39;53;34;43;39;31;61;28;25;49;27,48;57;44;43,43,579,192,43,21,22,0,1,0.954545454545455,0,0,0,0,
2025,HOU,REG,8,180,276,1862,11,5,19,-164,0,0,2189,798,86,17.5228609959052,-0.963964090863271,0,214,871,3,0,0,43,-14.2294669809775,0,180,268,1862,11,2,2,2189,798,86,46.6811288739022,0,0,272,13,187,38,187,5,17,128,41,9,68,39,0,0,0,1,0,0,4,4,1,56,456,25,20,223,22,564,22,25,3,0,57,0.88,0,2,8,7,5,0,0,0,0,0,3,0,51;45;53;35;53;27;47;43;50;57;34;36;46;33;34;37;30;23;41;38;40;41,52;54;51,,894,157,0,12,12,0,0,1,0,0,0,0,
2025,IND,REG,9,205,298,2413,14,6,14,-93,3,2,2517,1017,122,62.7737646364835,3.31061190615098,1,233,1130,19,1,0,75,42.1890067166626,1,205,288,2413,14,1,1,2517,1017,122,87.807318634361,1,0,350,12,252,51,229,3,26,173,65,10,96,41,1,1,0,0,4,4,3,3,0,55,468,31,10,91,32,906,18,19,1,0,53,0.947368421052632,0,5,6,4,3,0,0,0,0,0,1,0,24;35;28;48;29;33;36;28;45;24;36;52;38;45;36;43;52;53,51,,685,51,0,28,29,1,0,0.96551724137931,1,1,0,0,45
2025,JAX,REG,8,175,293,1840,9,6,21,-118,0,0,2382,813,86,-13.517623681816,-4.97467524126956,0,221,989,9,2,1,65,20.7048586453836,0,175,285,1840,9,2,0,2382,813,86,14.9056151261347,0,1,267,13,221,29,91,5,10,69,39,11,186,49,1,2,0,0,3,3,4,4,0,74,608,35,14,176,27,712,13,17,4,0,68,0.764705882352941,0,3,4,4,1,1,0,0,0,2,2,0,35;47;36;28;42;25;39;26;44;52;68;33;48,47;47;50;50,,523,194,0,17,18,1,0,0.944444444444444,0,0,0,0,
2025,KC,REG,9,204,316,2349,17,5,17,-109,3,0,2632,1175,117,70.3368143007886,2.15461401144663,1,245,1091,11,2,0,80,19.4374234431562,0,204,300,2349,17,2,0,2632,1175,117,98.4114582560657,1,0,304,7,255,35,103,4,18,75,48,6,35,26,0,1,0,0,9,9,3,3,0,59,508,35,15,124,32,876,14,17,3,0,59,0.823529411764706,1,3,5,2,3,0,0,0,0,1,2,0,35;59;27;56;54;48;28;38;23;31;33;38;46;19,58;40;56,,535,154,0,23,26,3,0,0.884615384615385,0,0,0,0,
2025,LA,REG,8,184,275,2147,21,2,13,-83,1,1,2437,765,106,64.3383116402062,3.59585490911754,0,218,895,5,5,3,59,-22.8897129558634,0,184,269,2147,21,1,1,2437,765,106,91.722411947742,0,0,300,18,224,37,204,8,27,180,60,5,7,43,0,0,0,0,3,6,6,6,0,41,346,31,17,137,23,556,10,15,3,2,51,0.666666666666667,0,3,3,3,1,0,0,1,1,0,1,0,21;21;51;28;33;46;42;37;48;36,53;26;39,36;44,363,118,80,23,26,1,2,0.884615384615385,0,0,0,0,
2025,LAC,REG,9,223,329,2434,18,8,29,-179,0,0,2595,1040,116,28.5754158779569,2.72485275752842,0,233,1116,4,3,1,65,4.23371429479214,1,223,320,2434,18,5,2,2595,1040,116,66.9810607460861,0,0,311,11,219,46,203,4,26,150,49,7,46,45,0,0,0,0,3,5,1,1,0,63,445,24,14,99,34,860,20,21,1,0,55,0.952380952380952,0,4,9,5,2,0,0,0,0,1,0,0,39;36;38;20;32;24;43;43;55;35;31;29;35;33;43;43;34;45;27;52,49,,737,49,0,21,21,0,0,1,2,2,0,0,43;33
2025,LV,REG,8,164,243,1709,11,11,21,-156,0,0,1553,979,83,-14.8965363723509,-0.326662752698745,1,189,713,3,3,2,41,-47.2779356467965,0,164,237,1709,11,0,0,1553,979,83,22.0208791608174,1,0,316,19,223,50,163,5,15,90,33,4,19,29,0,0,0,0,2,4,4,4,0,52,419,28,10,106,34,976,12,15,2,1,54,0.8,0,4,3,2,3,0,0,0,0,0,2,0,51;40;54;40;37;37;29;24;37;50;29;24,58;57,54,452,115,54,10,11,1,0,0.909090909090909,0,1,0,1,54
2025,MIA,REG,9,196,289,1872,15,11,20,-124,2,1,1924,973,99,-1.62215866241586,1.2111354365571,1,197,875,4,7,1,50,-9.65832751118788,0,196,279,1872,15,1,1,1924,973,99,32.1158885316901,1,1,344,17,239,37,154,6,17,113,36,1,7,21,0,0,0,0,8,12,6,6,0,58,488,45,13,210,44,1157,13,15,2,0,49,0.866666666666667,0,2,4,7,0,0,0,0,1,0,1,0,40;44;47;36;43;47;27;33;26;34;36;49;43,57;35,,505,92,0,19,19,0,0,1,0,0,0,0,
2025,MIN,REG,8,154,244,1734,11,9,33,-199,3,1,1931,784,81,-29.4743347504297,-0.981669306245625,2,182,799,6,7,2,51,-15.0131396749943,0,154,234,1734,11,0,0,1931,784,81,33.0644235040132,2,0,303,13,255,56,232,9,23,156,46,3,87,18,1,1,0,41,7,10,6,6,1,62,489,32,19,183,36,951,16,18,2,0,62,0.888888888888889,0,4,5,1,5,1,0,0,0,0,2,0,31;59;33;51;35;62;41;28;59;34;28;35;29;54;50;20,51;53,,649,104,0,16,16,0,0,1,0,0,0,0,
2025,NE,REG,9,190,257,2297,17,4,34,-152,5,2,2126,899,108,80.00504818469,11.3840552347322,0,262,1011,8,5,4,68,-27.6906454472917,2,190,248,2297,17,1,1,2126,899,108,133.185609766018,0,2,303,20,242,48,148,5,19,105,41,7,123,33,0,0,1,0,7,9,4,4,1,67,516,25,12,231,33,839,13,14,1,0,53,0.928571428571429,1,2,6,2,2,0,0,0,0,1,0,0,35;44;22;53;30;19;52;24;36;36;32;42;32,40,,457,40,0,24,26,2,0,0.923076923076923,1,1,0,0,52
2025,NO,REG,9,207,315,1909,9,8,21,-131,3,1,2541,728,90,-41.0367128814508,-0.332126552515691,0,212,806,3,2,2,50,-27.7805145677081,0,207,303,1909,9,3,3,2541,728,90,-11.8721067684899,0,0,345,14,258,39,148,7,18,114,42,4,0,39,0,0,0,0,2,2,6,6,1,68,465,38,10,129,39,929,16,22,6,0,54,0.727272727272727,0,6,5,2,3,0,0,0,1,2,3,0,36;28;27;23;54;35;28;53;29;28;34;48;38;54;48;39,37;40;52;52;46;53,,602,280,0,12,12,0,0,1,0,0,0,0,
2025,NYG,REG,9,175,287,1961,13,6,27,-124,3,1,2510,913,83,-9.26318235035229,-1.57933787164027,0,255,1061,11,3,1,78,4.16495474810668,1,175,274,1961,13,1,1,2510,913,83,34.8147411459619,0,0,350,13,259,48,189,3,20,144,48,4,161,46,0,0,0,0,3,4,2,2,0,69,583,40,16,149,41,1127,11,12,1,0,55,0.916666666666667,0,4,5,1,1,0,0,0,0,1,0,0,21;55;38;33;33;25;22;31;47;34;22,45,,361,45,0,18,22,3,1,0.818181818181818,0,0,0,0,
2025,NYJ,REG,8,151,237,1472,9,3,31,-220,3,2,1660,630,76,-10.4217198997239,0.304565336969164,3,221,1149,6,3,3,63,-9.22190617031921,2,151,225,1472,9,1,0,1660,630,76,47.9031182461531,3,1,277,12,250,35,123,7,11,69,26,0,0,35,0,0,1,50,3,3,1,1,0,53,418,38,17,173,46,1276,17,17,0,0,58,1,0,3,4,5,5,0,0,0,0,0,0,0,35;51;51;38;42;58;50;25;48;52;41;38;34;47;46;25;24,,,705,0,0,9,9,0,0,1,0,0,0,0,
2025,PHI,REG,8,151,215,1677,15,1,25,-135,2,1,1883,647,73,24.8260520311156,6.79722115901357,0,218,893,9,1,0,61,9.78562354142863,0,151,207,1677,15,1,1,1883,647,73,63.889669430078,0,2,312,12,204,32,102,4,16,76,44,5,83,40,1,0,0,96,2,3,2,2,0,54,486,30,6,65,35,803,7,9,2,0,58,0.777777777777778,0,0,2,2,3,0,0,0,0,1,1,0,58;58;51;39;31;42;40,42;58,,319,100,0,25,25,0,0,1,0,0,0,0,
2025,PIT,REG,8,169,245,1704,17,5,15,-97,0,0,1387,1084,75,25.2686992224503,3.51019389127969,1,185,698,5,2,0,50,-5.64398203869228,0,169,233,1704,17,4,2,1387,1084,75,45.1539157082216,1,0,346,10,248,43,189,11,27,170,70,8,73,51,0,0,0,0,3,3,8,8,0,50,364,30,11,110,33,820,16,18,1,1,60,0.888888888888889,0,1,1,8,5,1,0,0,0,0,1,0,56;60;48;48;45;33;44;50;48;41;56;50;48;56;25;46,54,30,754,54,30,20,20,0,0,1,0,0,0,0,
2025,SEA,REG,8,154,220,2099,16,6,9,-58,3,2,1985,777,92,67.4200316883215,10.0934462270875,0,226,831,9,2,2,50,-32.8319709245653,0,154,207,2099,16,4,2,1985,777,92,89.1495947776101,0,2,320,20,250,46,189,1,27,185,64,9,102,43,0,1,0,8,2,3,1,1,0,51,433,31,16,238,29,797,14,18,3,1,56,0.777777777777778,0,2,3,5,4,0,0,0,1,1,1,0,48;37;54;56;46;37;44;31;52;24;53;26;47;41,36;53;44,53,596,133,53,27,27,0,0,1,1,1,0,0,52
2025,SF,REG,9,216,323,2418,14,9,18,-123,4,3,2408,1115,123,43.1342935839072,2.10340627739506,2,249,874,5,1,0,60,-17.1396261405096,0,216,310,2418,14,2,1,2408,1115,123,80.6113001196697,2,0,331,10,282,39,135,8,11,72,24,1,26,27,0,2,0,0,5,5,6,6,0,54,422,39,16,149,30,777,20,22,1,1,59,0.909090909090909,0,4,5,5,6,0,0,1,0,0,0,0,32;44;46;38;51;35;26;23;37;20;59;41;52;54;42;29;55;43;54;33,27,36,814,27,36,16,17,1,0,0.941176470588235,2,2,0,0,35;41
2025,TB,REG,8,172,269,1919,13,2,17,-120,5,1,2325,1013,86,19.1820718663554,-1.84021741718394,1,204,785,6,3,1,48,-7.4588866866106,0,172,263,1919,13,1,1,2325,1013,86,45.9027097572523,1,0,314,10,212,50,268,6,25,195,52,7,93,37,2,0,1,0,5,5,5,5,0,50,397,26,15,207,33,801,17,21,3,1,65,0.80952380952381,0,1,5,3,7,1,0,0,1,2,0,0,48;54;33;28;55;36;42;65;58;30;36;39;45;53;55;52;54,44;38;49,43,783,131,43,16,17,1,0,0.941176470588235,2,2,0,0,36;39
2025,TEN,REG,9,170,295,1760,5,6,38,-295,6,5,2295,815,88,-83.6731776106193,-5.62136354890183,0,183,731,3,3,2,39,-23.9657350661151,0,170,274,1760,5,0,0,2295,815,88,9.70595824796349,0,1,340,20,246,41,189,2,22,147,51,5,41,27,1,0,0,0,2,3,4,4,1,61,474,33,10,195,42,1108,18,23,4,1,57,0.782608695652174,0,1,5,6,6,0,0,0,0,2,1,1,50;33;42;35;55;37;57;35;57;42;44;51;29;46;49;50;49;37,64;41;43;58,62,798,206,62,10,11,1,0,0.909090909090909,1,1,0,0,29
2025,WAS,REG,9,161,256,1823,12,6,24,-117,2,1,2056,801,82,-5.30515526066673,0.0474996988972028,2,248,1259,11,5,4,67,7.71198471908592,0,161,240,1823,12,2,0,2056,801,82,49.1634518764346,2,1,315,15,289,43,163,7,22,135,50,5,24,37,0,2,1,0,4,5,1,1,0,64,551,32,17,223,36,1076,10,14,4,0,56,0.714285714285714,0,1,1,4,4,0,0,0,1,0,3,0,51;46;56;43;52;41;42;29;36;53,58;52;37;50,,449,197,0,21,21,0,0,1,0,0,0,0,
