season,week,team,vam_lost
2023,2,TEN,10.0
2023,2,WAS,0.0
2023,3,ARI,2.0
2023,3,BAL,37.0
2023,3,CAR,0.0
2023,3,CHI,16.0
2023,3,CIN,0.0
2023,3,CLE,1.0
2023,3,DAL,9.0
2023,3,DEN,36.0
2023,3,DET,19.0
2023,3,GB,0.0
2023,3,HOU,34.0
2023,3,IND,0.0
2023,3,JAX,42.00252779975679
2023,3,KC,35.94248577641601
2023,3,LAC,12.011864729369329
2023,3,MIA,3.427857291419058
2023,3,MIN,1.0
2023,3,NO,8.41547742337571
2023,3,NYG,17.0
2023,3,NYJ,0.0
2023,3,PHI,0.0
2023,3,PIT,2.518245593382742
2023,3,SEA,58.3880541743711
2023,3,TB,0.0
2023,3,TEN,0.0
2023,3,WAS,0.0
2023,4,ARI,2.0
2023,4,ATL,0.0
2023,4,BAL,31.64761705750452
2023,4,BUF,14.0
2023,4,CAR,0.0
2023,4,CHI,20.0
2023,4,CIN,0.0
2023,4,DAL,0.0
2023,4,DEN,30.0
2023,4,DET,0.0
2023,4,GB,6.0
2023,4,HOU,12.0
2023,4,IND,0.0
2023,4,JAX,51.00252779975679
2023,4,KC,15.0
2023,4,LAC,30.01186472936933
2023,4,LV,0.0
2023,4,MIA,16.0
2023,4,MIN,0.0
2023,4,NO,0.0
2023,4,NYG,0.0
2023,4,NYJ,0.0
2023,4,PHI,0.0
2023,4,PIT,0.0
2023,4,SEA,12.0
2023,4,SF,13.9553268581041
2023,4,TB,6.0
2023,4,TEN,9.5419588041972
2023,4,WAS,0.0
2023,5,ARI,2.0
2023,5,BAL,8.0
2023,5,BUF,21.0
2023,5,CAR,0.0
2023,5,CHI,18.0
2023,5,CIN,0.0
2023,5,DAL,0.0
2023,5,DEN,21.0
2023,5,DET,72.05674196830165
2023,5,GB,6.0
2023,5,HOU,7.0
2023,5,IND,15.0
2023,5,JAX,21.0
2023,5,LA,0.0
2023,5,LV,4.0
2023,5,MIA,0.0
2023,5,NO,15.7723026466218
2023,5,NYG,0.0
2023,5,NYJ,5.0
2023,5,PHI,32.21362550929187
2023,5,PIT,8.8904478765043
2023,5,SF,7.74667649853514
2023,5,TEN,15.5419588041972
2023,6,ARI,3.0
2023,6,BAL,8.0
2023,6,CAR,23.15591376151313
2023,6,CHI,4.604070988229799
2023,6,CIN,0.0
2023,6,CLE,0.0
2023,6,DAL,6.0
2023,6,DEN,29.0
2023,6,DET,17.009731887665097
2023,6,IND,0.0
2023,6,JAX,49.00252779975679
2023,6,LAC,7.0
2023,6,LV,4.0
2023,6,MIA,0.0
2023,6,NE,83.6421622691533
2023,6,NO,21.900896633359345
2023,6,NYG,77.3846448328387
2023,6,NYJ,7.0
2023,6,PHI,11.0
2023,6,SEA,12.0
2023,6,TB,17.0
2023,6,TEN,9.5419588041972
2023,6,WAS,0.0
2023,7,ARI,6.0
2023,7,BAL,12.0
2023,7,BUF,8.844161027172275
2023,7,CHI,16.0
2023,7,CLE,4.0
2023,7,DEN,0.468308218268524
2023,7,DET,11.4794679554041
2023,7,GB,6.0
2023,7,IND,0.0
2023,7,JAX,60.00252779975679
2023,7,KC,7.57732567988509
2023,7,LA,4.0
2023,7,LAC,11.26403268127769
2023,7,LV,76.44002844427467
2023,7,MIA,22.0
2023,7,MIN,0.0
2023,7,NE,27.0
2023,7,NO,20.7723026466218
2023,7,NYG,0.0
2023,7,PHI,3.0
2023,7,PIT,8.8904478765043
2023,7,SF,0.5609783655305502
2023,8,ARI,2.0
2023,8,ATL,0.0
2023,8,BAL,12.0
2023,8,BUF,22.308323010645477
2023,8,CAR,30.810444821428938
2023,8,CHI,0.0
2023,8,CIN,0.0
2023,8,CLE,0.0
2023,8,DET,0.0
2023,8,HOU,16.94663831669898
2023,8,IND,0.0
2023,8,JAX,42.00252779975679
2023,8,KC,12.0
2023,8,LA,0.0
2023,8,LV,0.0
2023,8,MIN,2.0
2023,8,NE,0.0
2023,8,NO,0.0
2023,8,NYG,60.3846448328387
2023,8,NYJ,0.0
2023,8,PHI,0.0
2023,8,SEA,0.0
2023,8,SF,0.5609783655305502
2023,8,TB,0.0
2023,8,TEN,20.21619351066091
2023,8,WAS,10.0
2023,9,ARI,0.0
2023,9,ATL,12.795354318053
2023,9,BAL,0.0
2023,9,BUF,0.0
2023,9,CAR,54.81044482142894
2023,9,CHI,18.0
2023,9,CIN,4.0
2023,9,CLE,1.0
2023,9,HOU,8.94663831669898
2023,9,IND,0.0
2023,9,KC,12.22653345686554
2023,9,LA,5.0
2023,9,LAC,26.35534027275006
2023,9,LV,0.0
2023,9,MIA,6.0
2023,9,MIN,1.0
2023,9,NE,15.6475410945633
2023,9,NO,0.0
2023,9,NYG,10.70412307077553
2023,9,NYJ,0.0
2023,9,PHI,2.07799670603474
2023,9,PIT,18.0
2023,9,TB,5.0
2023,9,TEN,20.21619351066091
2023,9,WAS,22.45326453183475
2023,10,ARI,0.0
2023,10,ATL,37.64482870224556
2023,10,BUF,3.0
2023,10,CAR,68.96357799196593
2023,10,CHI,5.0
2023,10,CIN,73.5683294738776
2023,10,CLE,20.390220909318877
2023,10,DET,0.0
2023,10,GB,24.0
2023,10,HOU,15.0
2023,10,IND,0.0
2023,10,JAX,42.00252779975679
2023,10,LV,0.0
2023,10,MIN,1.0
2023,10,NE,15.6475410945633
2023,10,NO,0.0
2023,10,NYG,2.0
2023,10,NYJ,0.0
2023,10,PIT,18.0
2023,10,SEA,0.0
2023,10,SF,9.0
2023,10,TB,0.0
2023,10,TEN,15.5419588041972
2023,11,ARI,2.0
2023,11,BAL,17.0
2023,11,CAR,47.734153085927005
2023,11,CHI,0.0
2023,11,CIN,69.5683294738776
2023,11,CLE,31.390220909318877
2023,11,DEN,4.0
2023,11,DET,4.0
2023,11,GB,11.0
2023,11,HOU,15.0
2023,11,JAX,24.86787168462498
2023,11,LAC,1.732567996402988
2023,11,MIA,0.0
2023,11,MIN,2.0
2023,11,NYG,2.0
2023,11,NYJ,0.0
2023,11,PHI,47.1879870728172
2023,11,PIT,22.0
2023,11,SEA,2.09064046188723
2023,11,SF,0.0
2023,11,TB,9.0
2023,11,TEN,15.5419588041972
2023,11,WAS,6.0
2023,12,ARI,3.0
2023,12,ATL,33.64482870224556
2023,12,BAL,29.11104753145648
2023,12,BUF,14.0
2023,12,CAR,44.734153085927005
2023,12,CHI,0.0
2023,12,CIN,148.5165768820413
2023,12,CLE,29.390220909318877
2023,12,DAL,9.0
2023,12,DET,0.0
2023,12,GB,16.29741028327084
2023,12,HOU,15.0
2023,12,IND,0.0
2023,12,JAX,11.0
2023,12,KC,48.13139732817428
2023,12,LA,2.0
2023,12,LAC,1.29159545726725
2023,12,LV,31.0
2023,12,MIA,0.0
2023,12,NO,3.0
2023,12,NYG,54.2541653745864
2023,12,NYJ,6.0
2023,12,PHI,57.26598377885194
2023,12,PIT,18.0
2023,12,SEA,2.09064046188723
2023,12,TB,14.0
2023,12,TEN,7.5419588041972005
2023,12,WAS,6.0
2023,13,ARI,3.0
2023,13,CAR,38.734153085927005
2023,13,CIN,2.0
2023,13,CLE,29.390220909318877
2023,13,DET,8.0
2023,13,GB,9.82272455978495
2023,13,HOU,0.0
2023,13,IND,0.0
2023,13,KC,12.0
2023,13,LA,2.0
2023,13,LAC,1.29159545726725
2023,13,NE,0.0
2023,13,NO,41.63843674094575
2023,13,NYJ,0.0
2023,13,PHI,47.1879870728172
2023,13,SEA,2.09064046188723
2023,13,TB,29.0
2023,13,WAS,6.0
2023,14,ATL,10.0
2023,14,CAR,29.734153085927
2023,14,CHI,4.29595275810497
2023,14,DAL,0.0
2023,14,DET,0.0
2023,14,GB,46.360441832602966
2023,14,HOU,5.0
2023,14,IND,0.0
2023,14,JAX,2.0
2023,14,KC,18.47539136382029
2023,14,LA,4.88517885854043
2023,14,LAC,28.35534027275006
2023,14,LV,0.0
2023,14,MIA,0.0
2023,14,NE,0.0
2023,14,NO,0.0
2023,14,NYG,0.0
2023,14,NYJ,0.0
2023,14,PIT,3.8212874635951497
2023,14,SEA,12.0
2023,14,SF,34.35927767583644
2023,14,TB,21.0
2023,14,TEN,22.0
2023,15,ARI,0.0
2023,15,ATL,7.0
2023,15,BUF,17.0
2023,15,CAR,24.74249019594606
2023,15,CHI,4.29595275810497
2023,15,CLE,25.0
2023,15,DAL,0.0
2023,15,DEN,5.468308218268524
2023,15,DET,0.0
2023,15,GB,37.360441832602966
2023,15,HOU,10.0
2023,15,IND,0.0
2023,15,JAX,22.0
2023,15,KC,1.47539136382029
2023,15,LAC,29.730669804798463
2023,15,LV,0.0
2023,15,MIA,5.0
2023,15,MIN,12.369656248604977
2023,15,NE,0.0
2023,15,NO,4.0
2023,15,NYG,0.0
2023,15,NYJ,0.0
2023,15,PHI,9.0
2023,15,PIT,0.8212874635951497
2023,15,SF,41.08952551623811
2023,15,TB,29.0
2023,15,TEN,23.0
2023,15,WAS,6.0
2023,16,ARI,0.0
2023,16,ATL,0.0
2023,16,BAL,9.0
2023,16,BUF,0.0
2023,16,CHI,4.29595275810497
2023,16,CIN,22.67727606208194
2023,16,CLE,25.0
2023,16,DAL,0.0
2023,16,DEN,5.468308218268524
2023,16,DET,43.8101057099702
2023,16,GB,46.360441832602966
2023,16,HOU,6.0
2023,16,IND,0.0
2023,16,KC,48.13139732817428
2023,16,LA,0.0
2023,16,LAC,36.73066980479847
2023,16,LV,0.0
2023,16,MIA,0.0
2023,16,MIN,8.69675768021261
2023,16,NE,48.6421622691533
2023,16,NO,4.0
2023,16,NYG,4.0
2023,16,NYJ,0.0
2023,16,PHI,20.0
2023,16,PIT,18.821287463595148
2023,16,SEA,12.0
2023,16,SF,23.29817587580707
2023,16,TB,0.0
2023,16,TEN,35.0
2023,16,WAS,0.0
2023,17,ARI,2.0
2023,17,BAL,0.0
2023,17,CAR,3.0
2023,17,CHI,13.889539832846674
2023,17,CLE,12.0
2023,17,DAL,0.0
2023,17,DEN,37.46984484420044
2023,17,DET,54.8101057099702
2023,17,GB,43.360441832602966
2023,17,HOU,6.0
2023,17,IND,0.0
2023,17,JAX,78.62418786806869
2023,17,KC,13.85227300428185
2023,17,LA,0.0
2023,17,LAC,68.08601007754852
2023,17,LV,0.6267855352732201
2023,17,MIA,77.93198151235731
2023,17,MIN,8.69675768021261
2023,17,NE,48.6421622691533
2023,17,NO,0.0
2023,17,NYG,0.0
2023,17,NYJ,0.04786110681016
2023,17,PHI,9.0
2023,17,PIT,27.0
2023,17,SEA,18.0
2023,17,SF,22.29817587580707
2023,17,TB,17.61777849763166
2023,17,TEN,0.0
2023,17,WAS,15.0
2023,18,ARI,0.0
2023,18,ATL,2.0
2023,18,BAL,67.2524366273131
2023,18,CAR,10.0
2023,18,CHI,15.889539832846674
2023,18,CIN,54.5683294738776
2023,18,CLE,95.53748459627485
2023,18,DEN,0.0
2023,18,DET,35.82488699423263
2023,18,GB,11.0
2023,18,HOU,6.0
2023,18,KC,253.64399166904326
2023,18,LA,42.070462967244374
2023,18,LAC,50.73066980479847
2023,18,LV,0.6267855352732201
2023,18,MIA,25.0
2023,18,MIN,8.69675768021261
2023,18,NE,13.6645983299493
2023,18,NO,0.0
2023,18,NYG,5.0
2023,18,NYJ,0.04786110681016
2023,18,PHI,68.6953665903441
2023,18,SEA,6.0
2023,18,SF,50.68674333030706
2023,18,TB,0.0
2023,18,TEN,0.0
2023,18,WAS,31.0
2023,19,BUF,20.6900578337947
2023,19,CLE,12.0
2023,19,DET,56.33040343735982
2023,19,GB,0.0
2023,19,HOU,25.0
2023,19,KC,0.0
2023,19,MIA,3.0
2023,19,PHI,55.8700271384892
2023,19,PIT,19.0
2023,19,TB,0.0
2024,1,ARI,0.0
2024,1,ATL,3.0
2024,1,BAL,22.0
2024,1,BUF,0.0
2024,1,CAR,2.10533442688757
2024,1,CHI,3.0
2024,1,CIN,26.4740228519108
2024,1,CLE,0.0
2024,1,DAL,0.0
2024,1,DET,14.0
2024,1,GB,0.0
2024,1,HOU,2.0
2024,1,IND,26.5076010227959
2024,1,KC,0.0
2024,1,LAC,15.3337787782895
2024,1,LV,22.0
2024,1,MIA,0.0
2024,1,NE,0.0
2024,1,NO,0.0
2024,1,NYJ,0.0
2024,1,PHI,11.0
2024,1,PIT,0.0
2024,1,SEA,13.46975368086714
2024,1,SF,18.0
2024,1,TB,1.0
2024,1,TEN,0.0
2024,1,WAS,0.56500370041012
2024,2,ATL,16.0
2024,2,BAL,0.0
2024,2,BUF,12.0
2024,2,CHI,0.0
2024,2,CIN,36.47709237442632
2024,2,CLE,0.0
2024,2,DAL,32.7524273186989
2024,2,DEN,0.0
2024,2,DET,18.0
2024,2,HOU,2.0
2024,2,IND,12.0
2024,2,JAX,0.0
2024,2,LA,9.99433434364619
2024,2,LAC,12.0
2024,2,LV,9.0
2024,2,MIA,15.949348473296311
2024,2,MIN,25.688075721810403
2024,2,NE,0.0
2024,2,NO,0.0
2024,2,NYG,9.0
2024,2,PIT,0.0
2024,2,SEA,13.46975368086714
2024,2,SF,29.84311111657453
2024,2,TB,41.0
2024,2,WAS,3.0
2024,3,BAL,0.0
2024,3,BUF,30.0
2024,3,CAR,1.0
2024,3,CHI,67.50210065844267
2024,3,CIN,39.00306952251552
2024,3,CLE,0.0
2024,3,DEN,13.0
2024,3,DET,14.0
2024,3,GB,0.0
2024,3,HOU,0.0
2024,3,JAX,10.2453422876705
2024,3,LA,18.820642915378947
2024,3,LAC,0.0
2024,3,LV,2.0
2024,3,MIA,15.949348473296311
2024,3,MIN,35.68807572181041
2024,3,NE,11.0
2024,3,NO,0.0
2024,3,NYG,9.0
2024,3,NYJ,20.0
2024,3,PHI,65.8728374935166
2024,3,PIT,8.23608873059857
2024,3,SEA,17.0
2024,3,SF,110.97979261493839
2024,3,TB,56.0
2024,3,WAS,9.0
2024,4,ARI,9.8028204253265
2024,4,ATL,0.0
2024,4,BAL,4.0
2024,4,BUF,30.0
2024,4,CAR,4.0
2024,4,CHI,5.0
2024,4,CIN,29.0
2024,4,CLE,0.0
2024,4,DAL,4.0
2024,4,DEN,0.0
2024,4,DET,13.0
2024,4,GB,0.0
2024,4,HOU,34.1424643563288
2024,4,IND,33.0
2024,4,JAX,20.2453422876705
2024,4,KC,13.0
2024,4,LA,8.826308571732758
2024,4,LAC,15.0
2024,4,LV,66.2588270690344
2024,4,MIA,10.0
2024,4,MIN,10.0
2024,4,NE,3.0
2024,4,NO,34.071494034456805
2024,4,NYG,5.0
2024,4,NYJ,8.0
2024,4,PHI,45.021787702106
2024,4,PIT,32.23608873059857
2024,4,SEA,39.0
2024,4,SF,14.0
2024,4,TB,41.0
2024,4,TEN,14.15889371134108
2024,4,WAS,14.320990374864891
2024,5,ARI,3.0
2024,5,ATL,1.0
2024,5,BAL,7.0
2024,5,BUF,71.74230551268262
2024,5,CAR,10.0
2024,5,CHI,5.0
2024,5,CIN,14.0
2024,5,CLE,25.863812261377465
2024,5,DAL,67.5361106742742
2024,5,DEN,0.0
2024,5,GB,35.47236206162566
2024,5,HOU,13.0
2024,5,IND,33.0
2024,5,KC,0.0
2024,5,LA,8.826308571732758
2024,5,LV,35.2588270690344
2024,5,MIA,4.0
2024,5,MIN,31.8228879730231
2024,5,NE,7.0
2024,5,NO,28.28167971515437
2024,5,NYG,0.0
2024,5,NYJ,13.0
2024,5,PIT,32.23608873059857
2024,5,SEA,0.0
2024,5,SF,10.33781061676564
2024,5,TB,41.0
2024,5,WAS,28.76490069614121
2024,6,ARI,0.0
2024,6,ATL,1.0
2024,6,BAL,11.0
2024,6,BUF,22.0
2024,6,CAR,35.105334426887566
2024,6,CHI,30.0
2024,6,CIN,0.0
2024,6,CLE,13.863812261377465
2024,6,DAL,39.0
2024,6,DEN,14.7002638015559
2024,6,DET,0.0
2024,6,GB,11.0
2024,6,HOU,7.28404303284284
2024,6,IND,0.0
2024,6,JAX,5.0
2024,6,LAC,9.0
2024,6,LV,31.258827069034403
2024,6,NE,0.0
2024,6,NO,33.52429171932445
2024,6,NYG,29.0
2024,6,NYJ,2.0
2024,6,PIT,50.23608873059857
2024,6,SEA,14.0
2024,6,SF,14.0
2024,6,TB,8.0
2024,6,TEN,0.0
2024,6,WAS,0.0
2024,7,ARI,0.0
2024,7,ATL,9.0
2024,7,BAL,4.0
2024,7,BUF,0.0
2024,7,CAR,36.0
2024,7,CLE,3.0
2024,7,DEN,3.0
2024,7,DET,0.0
2024,7,GB,11.0
2024,7,HOU,13.28404303284284
2024,7,IND,0.0
2024,7,KC,13.0
2024,7,LAC,23.153854887270636
2024,7,LV,22.163408301783278
2024,7,MIA,9.0
2024,7,MIN,16.0
2024,7,NE,0.0
2024,7,NO,84.88331420650296
2024,7,NYG,5.0
2024,7,NYJ,2.0
2024,7,PHI,15.688570197144834
2024,7,PIT,10.0
2024,7,SEA,18.0
2024,7,SF,7.91221397072993
2024,7,TB,3.69075510452967
2024,7,TEN,0.0
2024,7,WAS,15.0
2024,8,ARI,10.0
2024,8,ATL,16.0
2024,8,BAL,22.994751084518107
2024,8,BUF,31.76692682411459
2024,8,CAR,125.9197613989777
2024,8,CHI,17.0
2024,8,CLE,10.0
2024,8,DAL,62.0
2024,8,DEN,13.0
2024,8,DET,2.0
2024,8,GB,3.0
2024,8,HOU,9.0
2024,8,IND,0.0
2024,8,KC,13.0
2024,8,LA,0.0
2024,8,LAC,6.1538548872706365
2024,8,LV,0.0
2024,8,MIA,27.0
2024,8,MIN,7.0
2024,8,NE,0.0
2024,8,NO,7.749183474988097
2024,8,NYG,10.0
2024,8,NYJ,24.90734788257396
2024,8,PHI,15.688570197144834
2024,8,PIT,10.0
2024,8,SEA,42.6452170511991
2024,8,SF,10.91221397072993
2024,8,TB,56.088503656353
2024,8,TEN,6.0
2024,8,WAS,0.0
2024,9,ARI,0.0
2024,9,ATL,0.0
2024,9,BAL,6.0
2024,9,BUF,1.660361902788281
2024,9,CAR,75.96481851397726
2024,9,CHI,9.0
2024,9,CIN,26.4740228519108
2024,9,CLE,22.0
2024,9,DAL,62.0
2024,9,DEN,13.0
2024,9,DET,4.050586779136211
2024,9,GB,0.0
2024,9,HOU,9.0
2024,9,IND,0.0
2024,9,JAX,21.040508662318143
2024,9,KC,13.0
2024,9,LA,2.0
2024,9,LAC,3.32315545763066
2024,9,LV,0.0
2024,9,MIA,36.0
2024,9,MIN,7.0
2024,9,NO,5.50657147081802
2024,9,NYG,0.0
2024,9,NYJ,32.90734788257396
2024,9,PHI,21.688570197144834
2024,9,SEA,54.3696866226317
2024,9,TB,56.088503656353
2024,9,TEN,6.0
2024,9,WAS,0.0
2024,10,ARI,0.0
2024,10,ATL,0.0
2024,10,BAL,38.1941993946376
2024,10,BUF,0.0
2024,10,CAR,60.96481851397727
2024,10,CHI,9.0
2024,10,CIN,29.95022960164667
2024,10,DAL,160.8856225139076
2024,10,DEN,0.0
2024,10,DET,21.532907541259195
2024,10,HOU,14.0
2024,10,IND,28.0897844796588
2024,10,JAX,0.0
2024,10,KC,0.0
2024,10,LA,2.0
2024,10,LAC,0.0
2024,10,MIA,0.0
2024,10,NE,19.0
2024,10,NO,43.3984927947194
2024,10,NYG,29.1937589205565
2024,10,NYJ,8.0
2024,10,PIT,20.0
2024,10,SF,30.33781061676564
2024,10,TB,54.088503656353
2024,10,TEN,6.0
2024,10,WAS,3.0
2024,11,ATL,11.60738242219668
2024,11,BAL,10.0
2024,11,BUF,20.5995076311643
2024,11,CHI,0.0
2024,11,CIN,3.47620674973587
2024,11,CLE,0.0
2024,11,DAL,173.34357168975623
2024,11,DEN,14.7002638015559
2024,11,DET,54.56608486855576
2024,11,GB,1.0
2024,11,HOU,14.0
2024,11,IND,0.0
2024,11,JAX,1.325555904500008
2024,11,KC,18.0
2024,11,LA,2.0
2024,11,LV,7.0
2024,11,MIA,6.0
2024,11,MIN,0.0
2024,11,NO,0.0
2024,11,NYJ,8.0
2024,11,PIT,34.23608873059857
2024,11,SEA,11.7244695714326
2024,11,SF,20.0
2024,11,TEN,6.0
2024,11,WAS,3.0
2024,12,ARI,16.0
2024,12,BAL,7.0
2024,12,CAR,0.0
2024,12,CHI,0.0
2024,12,CLE,6.6409618902544
2024,12,DAL,36.7524273186989
2024,12,DEN,14.7002638015559
2024,12,DET,0.0
2024,12,GB,2.0
2024,12,HOU,0.0
2024,12,IND,0.0
2024,12,KC,18.0
2024,12,LA,0.0
2024,12,LAC,1.0
2024,12,LV,7.0
2024,12,MIA,6.0
2024,12,MIN,4.2262307392084
2024,12,NE,0.0
2024,12,PHI,34.021787702106
2024,12,PIT,24.0
2024,12,SEA,0.0
2024,12,SF,200.1810510600553
2024,12,TB,0.0
2024,12,TEN,8.0
2024,12,WAS,3.0
2024,13,ATL,0.0
2024,13,BAL,36.68457635681261
2024,13,BUF,12.5995076311643
2024,13,CAR,0.0
2024,13,CHI,0.0
2024,13,CIN,17.47620674973587
2024,13,CLE,0.0
2024,13,DAL,32.7524273186989
2024,13,DEN,0.0
2024,13,DET,39.26919453513023
2024,13,GB,26.1105666056188
2024,13,HOU,2.0
2024,13,IND,26.5076010227959
2024,13,JAX,0.0
2024,13,KC,0.0
2024,13,LA,18.8050713778086
2024,13,LAC,13.0
2024,13,LV,7.0
2024,13,MIA,8.0
2024,13,MIN,4.2262307392084
2024,13,NE,0.0
2024,13,NO,0.0
2024,13,NYG,1.0
2024,13,NYJ,0.0
2024,13,PHI,6.0
2024,13,PIT,26.0
2024,13,SEA,8.0
2024,13,SF,42.0
2024,13,TB,27.0
2024,13,TEN,2.0
2024,13,WAS,3.0
2024,14,ARI,0.0
2024,14,ATL,0.0
2024,14,CAR,0.0
2024,14,CHI,0.0
2024,14,CIN,14.0
2024,14,CLE,6.0
2024,14,DAL,0.0
2024,14,DET,6.0
2024,14,GB,29.1105666056188
2024,14,LA,18.8050713778086
2024,14,LAC,1.0
2024,14,LV,7.0
2024,14,MIN,8.0
2024,14,NO,18.77510824433635
2024,14,NYG,27.0
2024,14,NYJ,10.0
2024,14,PHI,30.249164388687994
2024,14,PIT,2.0
2024,14,SEA,12.0
2024,14,SF,34.41469353882712
2024,14,TB,7.0
2024,14,TEN,0.0
2024,15,ARI,3.48146039084531
2024,15,ATL,1.0
2024,15,BUF,17.0
2024,15,CAR,0.0
2024,15,CHI,5.0
2024,15,CIN,14.0
2024,15,CLE,0.0
2024,15,DAL,0.0
2024,15,DEN,0.0
2024,15,DET,0.0
2024,15,GB,14.0297873275131
2024,15,HOU,0.0
2024,15,IND,0.0
2024,15,JAX,10.2453422876705
2024,15,KC,0.0
2024,15,LA,18.8050713778086
2024,15,LAC,8.72214725561207
2024,15,LV,33.0
2024,15,MIA,0.0
2024,15,NE,0.0
2024,15,NO,7.749183474988097
2024,15,NYG,25.0
2024,15,NYJ,13.53986088372123
2024,15,PHI,0.560594191543159
2024,15,PIT,40.33216363560459
2024,15,SEA,15.0
2024,15,SF,0.0
2024,15,TB,35.0
2024,15,WAS,19.76490069614121
2024,16,ARI,11.0
2024,16,ATL,0.0
2024,16,BAL,25.9781533297791
2024,16,CAR,0.0
2024,16,CHI,0.0
2024,16,CIN,36.00306952251552
2024,16,CLE,5.0
2024,16,DAL,8.85487076992285
2024,16,DEN,7.85041184804706
2024,16,DET,7.585857664274874
2024,16,GB,8.0
2024,16,HOU,0.0
2024,16,IND,25.1916585591053
2024,16,KC,3.0
2024,16,LAC,13.72214725561207
2024,16,LV,0.0
2024,16,MIA,45.26743109439637
2024,16,MIN,3.0
2024,16,NE,0.0
2024,16,NO,53.459896302108746
2024,16,NYG,24.0
2024,16,NYJ,2.0
2024,16,PHI,20.56059419154316
2024,16,PIT,32.33216363560459
2024,16,SEA,7.0
2024,16,SF,0.0
2024,16,TB,45.5909822396063
2024,16,TEN,0.0
2024,16,WAS,11.0
2024,17,ARI,7.0
2024,17,ATL,3.0
2024,17,BAL,17.8710112944823
2024,17,CAR,10.0
2024,17,CHI,0.0
2024,17,CIN,36.00306952251552
2024,17,CLE,9.0
2024,17,DAL,111.90834425777875
2024,17,DET,35.37273143728212
2024,17,GB,10.0
2024,17,HOU,0.0
2024,17,JAX,0.0
2024,17,KC,3.0
2024,17,LAC,2.053
2024,17,LV,0.0
2024,17,MIA,8.0
2024,17,MIN,3.0
2024,17,NE,0.0
2024,17,NO,10.061403507389347
2024,17,NYG,10.0
2024,17,NYJ,5.0
2024,17,PHI,85.23391025157547
2024,17,PIT,3.0
2024,17,SEA,3.0
2024,17,SF,5.0
2024,17,TB,45.5909822396063
2024,17,TEN,0.0
2024,17,WAS,10.355138848652134
2024,18,ARI,0.0
2024,18,BAL,0.0
2024,18,BUF,22.0
2024,18,CAR,13.0
2024,18,CIN,12.0
2024,18,CLE,15.0
2024,18,DEN,0.0
2024,18,DET,2.1035369021518893
2024,18,GB,10.0
2024,18,HOU,27.0
2024,18,IND,7.1238956263345905
2024,18,JAX,0.0
2024,18,KC,203.68129621537173
2024,18,LA,147.60104389661072
2024,18,LAC,9.68000524278815
2024,18,LV,0.0
2024,18,MIA,84.5459855376624
2024,18,MIN,2.0
2024,18,NE,15.0
2024,18,NO,12.567974978207367
2024,18,NYG,11.0
2024,18,NYJ,7.0
2024,18,PHI,213.56794125565492
2024,18,PIT,4.0
2024,18,SEA,2.0
2024,18,SF,216.92015522866603
2024,18,TB,58.5909822396063
2024,18,TEN,23.192420358472624
2024,18,WAS,3.0
2024,19,BAL,33.24172534475881
2024,19,DEN,0.0
2024,19,GB,0.3617954560068599
2024,19,HOU,0.0
2024,19,LAC,11.68000524278815
2024,19,MIN,2.0
2024,19,PHI,0.0
2024,19,PIT,4.0
2024,19,TB,5.0
2024,19,WAS,0.0
2024,20,BAL,33.24172534475881
2024,20,DET,0.0
2024,20,KC,0.37257869082094297
2024,20,LA,0.0
2024,20,PHI,0.0
2024,20,WAS,0.0
2024,21,BUF,4.0
2024,21,PHI,0.560594191543159
2024,21,WAS,0.0
2024,22,KC,0.0
2024,22,PHI,0.560594191543159
2025,1,ARI,0.0
2025,1,ATL,0.0
2025,1,BAL,29.66726770425378
2025,1,BUF,3.0
2025,1,CAR,30.38531243049385
2025,1,CHI,19.0
2025,1,CIN,0.0
2025,1,CLE,2.0
2025,1,DAL,0.388467519311234
2025,1,DEN,19.44809957276448
2025,1,DET,12.77780469047139
2025,1,GB,0.0
2025,1,HOU,9.87163074874614
2025,1,IND,0.0
2025,1,JAX,3.0
2025,1,KC,10.0
2025,1,LA,0.0
2025,1,LAC,0.0
2025,1,LV,0.0
2025,1,MIA,8.0
2025,1,MIN,11.0
2025,1,NE,17.0
2025,1,NO,16.35849248926388
2025,1,NYG,0.0
2025,1,NYJ,5.0
2025,1,PHI,11.67488771805591
2025,1,PIT,2.0
2025,1,SEA,6.947602115324225
2025,1,SF,9.411481655762934
2025,1,TB,56.610473649090636
2025,1,TEN,0.0
2025,1,WAS,0.0
2025,2,ARI,0.412867681123316
2025,2,ATL,2.950796763063408
2025,2,BAL,29.66726770425378
2025,2,BUF,12.0
2025,2,CAR,45.385312430493855
2025,2,CHI,9.0
2025,2,CIN,0.0
2025,2,CLE,2.0
2025,2,DAL,2.0
2025,2,DEN,19.44809957276448
2025,2,DET,12.77780469047139
2025,2,GB,10.0
2025,2,HOU,14.494966930489209
2025,2,IND,8.0
2025,2,JAX,3.0
2025,2,KC,32.31549797122028
2025,2,LA,3.19863561993322
2025,2,LAC,11.0
2025,2,LV,0.0
2025,2,MIA,8.0
2025,2,MIN,40.0
2025,2,NE,31.0
2025,2,NO,26.35849248926388
2025,2,NYG,15.0
2025,2,NYJ,16.287608537243457
2025,2,PHI,19.3662372463054
2025,2,PIT,16.0
2025,2,SEA,5.0840226408326945
2025,2,SF,170.09239034901117
2025,2,TB,51.610473649090636
2025,2,TEN,4.0
