season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2023,1,ARI,REG,WAS,21,30,132,0,0,3,-18,1,1,186,63,9,-9.23966756627607,2.03142136335373,0,25,96,0,1,1,5,-11.1792956026038,0,21,30,132,0,0,0,186,63,9,-2.79934045254896,0,0,38,6,28,6,26,2,6,46,6,1,1,7,0,0,0,0,1,2,2,2,1,9,122,4,4,24,0,0,3,3,0,0,54.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,28;54;37,,,119,0,0,1,1,0,0,1.0,0,0,0,0,0
2023,1,ATL,REG,CAR,15,18,115,1,0,4,-24,1,0,63,75,6,-4.4504497514863,6.42609033319685,0,26,130,2,0,0,7,-0.59577155885235,0,15,18,115,1,0,0,63,75,6,0.718799412803492,0,0,30,7,41,3,16,1,2,19,8,2,3,4,0,0,0,0,1,1,1,1,0,6,43,2,2,4,0,0,1,1,0,0,49.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,49,,,49,0,0,3,3,0,0,1.0,0,0,0,0,0
2023,1,BAL,REG,HOU,17,22,169,0,1,4,-14,1,1,102,84,8,-4.41566256571476,11.3842260269892,0,32,110,3,1,0,7,1.20815210229205,1,17,21,169,0,0,0,102,84,8,7.98548772723499,0,0,38,8,34,4,41,1,5,46,10,0,0,4,0,0,0,0,1,1,1,1,0,13,106,5,0,0,1,18,1,1,0,0,39.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,39,,,39,0,0,2,2,0,0,1.0,0,0,0,0,0
2023,1,BUF,REG,NYJ,29,41,236,1,3,5,-19,0,0,338,132,11,-1.40939702553517,7.83062007946846,0,22,97,0,1,1,9,-3.16856822141138,0,29,39,236,1,0,0,338,132,11,5.10083982779103,0,0,28,12,24,6,33,1,3,23,8,1,13,2,0,0,0,0,1,1,0,0,0,5,40,5,1,4,0,0,3,3,0,0,50.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,40;34;50,,,124,0,0,1,1,0,0,1.0,0,0,0,0,0
2023,1,CAR,REG,ATL,20,38,146,1,2,2,-19,0,0,281,92,9,-10.5285634178183,-5.51406577710182,0,32,154,0,2,1,10,-8.89744479442015,0,20,31,146,1,0,0,281,92,9,-3.10300038275113,0,0,32,7,19,6,35,1,4,24,5,0,0,0,0,0,0,0,1,1,0,0,0,9,66,5,3,14,0,0,1,1,0,0,43.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,43,,,43,0,0,1,1,0,0,1.0,0,0,0,0,0
2023,1,CHI,REG,GB,24,37,216,1,1,4,-27,1,1,113,130,12,-11.9457320792442,-7.78557790650261,0,29,122,1,0,0,9,-0.784337052682415,1,24,36,216,1,0,0,113,130,12,-2.52497835597188,0,0,35,4,24,5,19,0,1,8,3,0,0,4,0,0,0,0,0,0,0,0,0,7,61,3,2,16,4,84,2,2,0,0,47.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,47;29,,,76,0,0,0,0,0,0,,0,0,0,0,0
2023,1,CIN,REG,CLE,14,32,82,0,0,2,-15,0,0,236,51,3,-19.8826559085954,-18.7945910038487,0,20,75,0,0,0,2,-4.31636457692366,0,14,31,82,0,0,0,236,51,3,-13.301555054213,0,0,38,9,33,3,13,1,3,10,5,1,20,5,0,0,0,0,0,0,1,1,0,4,20,1,3,24,2,45,1,2,1,0,42.0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,42,51,,42,51,0,0,0,0,0,,0,0,0,0,0
2023,1,CLE,REG,CIN,16,29,154,1,1,3,-10,0,0,329,62,9,-10.8713058960141,-6.87815161614582,0,40,206,1,1,1,14,0.70398520135507,1,16,29,154,1,0,0,329,62,9,-6.49398727486667,0,0,29,1,21,4,19,0,2,15,10,0,0,4,0,0,0,0,1,1,0,0,0,5,43,3,3,15,0,0,3,3,0,0,43.0,1.0,0,0,1,2,0,0,0,0,0,0,0,0,42;34;43,,,119,0,0,1,1,0,0,1.0,0,0,0,0,0
2023,1,DAL,REG,NYG,13,25,143,0,0,0,0,0,0,181,71,8,1.57683036673029,-11.23552775383,0,30,122,3,0,0,7,1.71820669568842,0,13,25,143,0,1,0,181,71,8,1.57683036673029,0,1,39,5,21,9,48,3,7,47,12,2,22,8,1,0,0,58,1,1,1,1,0,5,35,4,2,17,0,0,2,2,0,0,38.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,21;38,,,59,0,0,4,5,1,0,0.8,0,0,0,0,0
2023,1,DEN,REG,LV,27,34,177,2,0,2,-11,0,0,137,78,11,2.35553834357005,14.956555236131,0,22,94,0,0,0,5,-3.24564633035334,0,27,32,177,2,0,0,137,78,11,7.10265360020664,0,0,28,3,23,1,3,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,10,83,6,0,0,2,55,1,2,1,0,24.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,24,55,,24,55,0,1,2,1,0,0.5,0,0,0,0,0
2023,1,DET,REG,KC,22,35,253,1,0,1,-3,0,0,238,109,11,6.5437568036723,-0.115708913654089,0,34,118,1,0,0,9,-3.63658552255947,0,22,32,253,1,1,1,238,109,11,6.05434142699232,0,0,37,3,13,1,3,0,0,0,7,1,50,5,1,0,0,0,1,2,0,0,0,4,63,3,1,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
2023,1,GB,REG,CHI,15,27,245,3,0,1,-8,0,0,275,149,10,17.7956535101786,-5.51626086235046,0,32,92,1,1,0,7,-8.45357209496433,0,15,27,245,3,0,0,275,149,10,19.0800951328711,0,0,45,6,26,6,39,1,4,27,6,1,37,6,1,0,0,0,2,3,1,1,0,9,90,6,3,54,2,55,1,1,0,0,52.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,52,,,52,0,0,5,5,0,0,1.0,0,0,0,0,0
2023,1,HOU,REG,BAL,28,44,242,0,0,5,-46,1,1,260,133,13,-11.1561922051518,-4.56968767698421,0,23,72,0,0,0,1,-8.12507023466495,0,28,43,242,0,0,0,260,133,13,2.79667660543623,0,0,34,7,23,5,26,1,3,13,7,1,0,1,0,0,0,0,0,0,1,1,0,9,88,6,2,24,0,0,3,3,0,0,38.0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,35;38;36,,,109,0,0,0,0,0,0,,0,0,0,0,0
2023,1,IND,REG,JAX,24,39,223,1,1,4,-8,0,0,218,136,12,-9.14175784369581,-10.7167096474232,0,26,65,1,1,1,5,-13.3093309860269,0,24,39,223,1,1,1,218,136,12,-10.1582702138403,0,0,42,9,27,6,14,3,2,4,4,1,34,3,0,0,0,0,0,0,1,1,1,4,35,5,2,20,1,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
2023,1,JAX,REG,IND,24,32,241,2,1,2,-4,1,0,216,93,10,-9.00186682812637,5.192238278687,0,35,105,2,0,0,9,-6.87972533719704,0,24,32,241,2,1,0,216,93,10,1.31544477312127,0,0,39,9,21,5,14,2,4,8,6,1,0,5,0,0,0,0,1,1,2,2,0,4,45,1,2,58,1,20,1,1,0,0,45.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,45,,,45,0,0,4,4,0,0,1.0,0,0,0,0,0
2023,1,KC,REG,DET,21,39,226,2,1,0,0,0,0,354,113,10,-6.45361296238237,-6.21999602865528,0,23,90,0,0,0,6,-2.58192523539765,0,21,37,226,2,0,0,354,113,10,-5.05283020797045,0,0,34,9,29,2,13,1,1,3,4,0,0,4,0,0,0,0,0,0,1,1,0,3,25,6,3,16,0,0,2,2,0,0,39.0,1.0,0,0,2,0,0,0,0,0,0,0,0,0,35;39,,,74,0,0,2,2,0,0,1.0,0,0,0,0,0
2023,1,LA,REG,SEA,24,38,334,0,0,0,0,0,0,409,106,17,20.6799815327286,-0.425926173055491,0,40,92,3,0,0,8,0.694316861873256,0,24,37,334,0,0,0,409,106,17,21.2082309621511,0,0,24,4,26,3,8,0,2,17,7,0,0,1,0,0,0,0,0,0,0,0,0,7,53,6,1,7,1,8,3,5,1,1,54.0,0.6,0,0,1,1,1,0,0,0,0,0,1,0,38;54;45,56,57.0,137,56,57,3,3,0,0,1.0,0,0,0,0,0
2023,1,LAC,REG,MIA,23,33,229,1,0,3,-29,0,0,234,122,10,-1.2410654513043,2.58354400434802,0,40,233,3,0,0,17,12.8409114522561,0,23,31,229,1,0,0,234,122,10,7.22946449321521,0,0,33,4,8,3,10,0,0,0,2,1,9,10,0,0,0,0,0,0,1,1,0,6,70,5,1,3,0,0,2,2,0,0,50.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,50;25,,,75,0,0,4,4,0,0,1.0,0,0,0,0,0
2023,1,LV,REG,DEN,20,26,200,2,1,0,0,0,0,183,62,11,13.0860849817855,13.0717282111828,0,29,61,0,1,0,6,-7.01709005696466,0,20,26,200,2,0,0,183,62,11,13.0860849817855,0,0,36,3,25,6,25,0,2,11,4,0,0,1,0,0,0,0,1,1,0,0,0,10,97,2,0,0,0,0,1,1,0,0,24.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,24,,,24,0,0,2,2,0,0,1.0,0,0,0,0,0
2023,1,MIA,REG,LAC,28,45,466,3,1,0,0,0,0,495,162,23,27.0783306966464,0.724756108088928,0,20,70,1,2,1,8,-10.3300205082051,0,28,44,466,3,0,0,495,162,23,27.5148037451131,0,0,40,16,32,2,20,0,3,29,5,0,0,1,0,0,0,0,1,3,0,0,0,6,38,1,0,0,0,0,3,3,0,0,45.0,1.0,0,1,0,2,0,0,0,0,0,0,0,0,23;41;45,,,109,0,0,3,4,1,0,0.75,0,0,0,0,0
2023,1,MIN,REG,TB,33,44,344,2,1,2,-16,1,1,298,145,15,0.323689776278277,4.99201247637922,0,17,41,0,1,1,3,-8.6424593347474,0,33,44,344,2,0,0,298,145,15,7.33050828465837,0,0,33,13,31,1,4,0,1,4,2,0,0,5,0,0,0,0,0,1,0,0,0,6,45,5,4,18,1,15,1,1,0,0,25.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,25,,,25,0,0,2,2,0,0,1.0,0,0,0,0,0
2023,1,NE,REG,PHI,35,54,316,3,1,2,-10,0,0,403,190,18,-7.60789366131928,-3.11215183249227,0,22,76,0,0,0,6,-3.56143818626879,0,35,54,316,3,1,1,403,190,18,-10.4774903590004,0,0,32,5,29,3,17,1,3,16,4,0,0,4,0,2,0,0,0,0,1,1,0,7,50,4,3,21,2,62,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2023,1,NO,REG,TEN,23,33,305,1,1,4,-23,0,0,378,103,12,3.67048463133719,6.15271745306073,0,27,69,0,1,0,3,-13.5202887795978,0,23,33,305,1,0,0,378,103,12,9.15740267276155,0,0,31,4,24,1,9,0,3,17,10,3,5,11,0,0,0,0,1,1,0,0,0,7,45,3,2,6,5,110,3,3,0,0,52.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,26;33;52,,,111,0,0,1,1,0,0,1.0,0,0,0,0,0
2023,1,NYG,REG,DAL,17,30,110,0,2,7,-47,1,0,171,81,5,-23.2426272276789,-11.6238943975547,0,28,108,0,1,0,8,-2.26776865974386,0,17,29,110,0,2,1,171,81,5,-17.8907828652882,0,0,26,6,30,1,5,1,0,0,3,0,0,4,0,0,0,0,4,6,0,0,0,6,72,3,1,7,0,0,0,2,1,1,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,36,45.0,0,36,45,0,0,0,0,,0,0,0,0,0
2023,1,NYJ,REG,BUF,14,22,140,1,1,3,-23,0,0,113,92,7,-5.22149252690082,6.4186821381251,0,28,172,0,1,0,5,2.80343983089575,0,14,18,140,1,0,0,113,92,7,3.47570980581804,0,1,42,11,19,6,24,1,5,19,9,3,0,4,0,0,0,0,0,0,1,1,0,2,10,3,2,66,2,46,3,3,0,0,43.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,26;43;30,,,99,0,0,1,1,0,0,1.0,0,0,0,0,0
2023,1,PHI,REG,NE,22,33,170,1,0,3,-16,0,0,332,64,8,-4.85952255143671,8.0966995159785,0,25,97,0,1,1,6,-4.08612833848985,0,22,30,170,1,0,0,332,64,8,0.538615886990044,0,0,42,4,32,4,10,2,2,10,7,1,70,10,1,0,0,0,0,0,1,1,0,5,49,5,2,30,1,11,4,4,0,0,56.0,1.0,0,0,1,1,2,0,0,0,0,0,0,0,32;56;48;51,,,187,0,0,1,2,1,0,0.5,0,0,0,0,0
