season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2021,1,ARI,REG,TEN,21,32,289,4,1,2,-9,0,0,262,151,13,11.8119781082262,5.08194910362363,0,33,136,1,0,0,9,0.589745431838102,0,21,32,289,4,0,0,262,151,13,14.8060762684093,0,0,41,4,12,7,37,2,6,56,10,1,0,8,0,0,0,0,1,1,2,2,0,8,59,6,2,24,1,22,1,2,1,0,34.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,34,43,,34,43,0,5,5,0,0,1.0,0,0,0,0,0
2021,1,ATL,REG,PHI,21,35,164,0,0,3,-28,0,0,179,67,8,-15.9752894049871,-9.30477958736997,0,26,124,0,1,0,8,-1.90562709665392,0,21,33,164,0,0,0,179,67,8,-3.66572604836078,0,0,42,0,36,5,14,0,1,3,2,0,0,3,0,0,0,0,1,2,0,0,0,12,99,2,2,11,2,29,2,2,0,0,27.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,21;27,,,48,0,0,0,0,0,0,,0,0,0,0,0
2021,1,BAL,REG,LV,19,30,235,1,0,3,-18,1,1,237,106,11,2.35460099199175,-4.22847342902217,0,34,189,2,2,1,10,-5.51984135010495,0,19,29,235,1,0,0,237,106,11,10.2227256057048,0,0,49,1,19,5,29,0,3,26,7,1,0,5,0,1,0,0,2,3,0,0,0,5,71,5,4,67,0,0,2,2,0,0,47.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,40;47,,,87,0,0,3,3,0,0,1.0,0,0,0,0,0
2021,1,BUF,REG,PIT,30,51,270,1,0,3,-16,1,1,487,87,15,-6.09179619972993,-3.38957241425912,0,25,117,0,1,0,8,-1.67605414291029,0,30,48,270,1,2,0,487,88,15,2.06419581448726,0,0,32,5,7,4,18,1,2,11,6,0,0,6,0,0,0,0,1,1,0,0,0,8,81,5,1,1,4,143,3,3,0,0,42.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,37;25;42,,,104,0,0,1,1,0,0,1.0,0,0,0,0,0
2021,1,CAR,REG,NYJ,24,35,279,1,0,1,-9,0,0,273,147,14,2.87227824314331,10.4416117523656,0,27,111,1,1,1,5,-6.01020385595621,0,24,33,279,1,0,0,273,147,14,7.23578020116846,0,0,31,1,21,6,44,1,6,51,10,1,29,7,0,0,0,0,0,1,0,0,0,6,38,3,4,40,2,42,2,2,0,0,29.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,22;29,,,51,0,0,1,2,1,0,0.5,0,0,0,0,0
2021,1,CHI,REG,LA,29,40,216,0,1,3,-28,1,1,169,99,13,-10.5216672873939,-3.51529568433762,0,26,134,2,0,0,10,3.91569585225079,0,29,40,216,0,0,0,169,99,13,-2.17009161482565,0,0,24,1,23,0,0,0,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,3,35,3,1,3,4,106,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2021,1,CIN,REG,MIN,20,27,261,2,0,5,-44,0,0,220,124,12,4.16537903429838,11.1011117696762,0,36,149,1,0,0,7,-5.98153723511496,0,20,26,261,2,0,0,220,124,12,13.0564466404787,0,0,45,3,25,7,32,1,3,26,8,0,0,2,0,0,0,0,0,0,1,1,0,3,15,7,5,53,1,11,2,2,0,0,53.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,53;33,,,86,0,0,3,3,0,0,1.0,1,1,0,0,33
2021,1,CLE,REG,KC,21,28,321,0,1,2,-17,0,0,284,173,14,10.7700124611147,14.2467848680638,0,26,153,4,2,1,10,4.91468871051632,1,21,27,321,0,0,0,284,173,14,13.3632733478444,0,0,40,0,20,5,23,0,2,13,7,0,0,3,0,0,0,0,1,2,0,0,0,5,30,4,1,4,1,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
2021,1,DAL,REG,TB,42,58,403,3,1,1,-12,0,0,382,198,21,14.2061789182112,6.46829955410539,0,18,60,0,0,0,4,-4.73350890241721,0,42,57,403,3,0,0,382,198,21,15.9064491297099,0,0,32,0,30,0,0,2,0,0,2,2,66,6,0,0,0,0,1,1,2,2,0,8,55,2,2,14,0,0,3,5,2,0,48.0,0.6,0,1,1,1,0,0,0,0,1,0,0,1,35;21;48,31;60,,104,91,0,2,3,1,0,0.666666666666667,0,0,0,0,0
2021,1,DEN,REG,NYG,28,36,264,2,0,2,-9,0,0,312,87,17,23.3478269309885,15.4197231360844,0,28,165,1,0,0,5,0.316465556499913,0,28,35,264,2,1,1,312,87,17,21.6800613249101,0,0,39,0,10,5,22,1,2,13,3,0,0,5,0,0,0,0,0,0,1,1,0,5,51,1,2,24,0,0,2,2,0,0,36.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,23;36,,,59,0,0,3,3,0,0,1.0,0,0,0,0,0
