season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2016,1,ARI,REG,NE,24,37,271,2,0,3,-19,0,0,372,105,14,8.29864847011708,2.43918275510943,0,19,92,1,1,0,7,2.09865882157465,0,24,37,271,2,0,0,372,105,14,12.4725422558615,0,0,52,1,9,6,17,2,2,7,4,0,0,1,0,0,0,0,1,2,2,2,0,6,58,4,1,8,4,61,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,47,,0,47,0,3,3,0,0,1.0,0,1,1,0,47
2016,1,ATL,REG,TB,27,39,334,2,0,3,-12,0,0,251,229,16,8.98994066269867,0.611060308782685,1,22,52,0,0,0,2,-7.6534441700294,0,27,38,334,2,0,0,251,229,16,12.2707346382352,1,0,38,2,14,2,7,0,0,0,6,1,9,3,0,0,0,0,0,0,0,0,0,7,74,4,2,22,3,85,3,3,0,0,34.0,1.0,0,1,2,0,0,0,0,0,0,0,0,0,34;34;29,,,97,0,0,1,1,0,0,1.0,0,0,0,0,0
2016,1,BAL,REG,BUF,22,33,258,1,0,4,-33,0,0,249,104,11,3.0352024855234,2.27307714521885,0,28,83,0,1,1,5,-11.2553184552233,0,22,32,258,1,0,0,249,104,11,10.1216645619716,0,0,36,0,6,8,38,0,2,16,6,0,0,2,0,0,0,0,0,1,0,0,0,6,35,4,2,1,2,37,2,2,0,0,50.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,50;37,,,87,0,0,1,1,0,0,1.0,0,0,0,0,0
2016,1,BUF,REG,BAL,15,22,111,0,0,2,-16,0,0,130,42,5,-1.96081285323001,1.21886743740602,0,24,65,1,0,0,5,-4.70845093211392,0,15,22,111,0,0,0,130,42,5,1.53569717397928,0,0,41,0,20,6,29,0,4,33,9,0,0,3,0,0,0,0,0,0,1,1,0,8,89,5,1,21,1,13,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,49,,0,49,0,1,1,0,0,1.0,0,0,0,0,0
2016,1,CAR,REG,DEN,18,33,194,1,1,3,-18,0,0,249,65,12,1.19292434536522,-3.89626785632103,0,32,157,1,0,0,8,1.42870621330803,0,18,31,194,1,0,0,249,65,12,4.86399175632881,0,0,43,0,2,5,27,1,2,19,3,2,5,6,0,0,0,0,0,0,1,1,0,8,85,6,2,12,1,9,2,3,1,0,44.0,0.666666666666667,0,0,1,1,0,0,0,0,0,0,1,0,44;36,50,,80,50,0,2,2,0,0,1.0,0,1,1,0,50
2016,1,CHI,REG,HOU,16,29,216,1,1,5,-31,1,0,304,41,10,-5.53800257379771,-1.16394779511861,0,20,73,1,1,0,4,-5.86292749509448,0,16,28,216,1,0,0,304,41,10,2.70530286987196,0,0,44,8,30,3,17,1,2,16,8,1,3,4,0,0,0,0,2,2,0,0,0,4,30,6,4,40,5,103,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2016,1,CIN,REG,NYJ,23,30,366,1,1,7,-42,0,0,244,175,11,7.58059166941295,10.9965741634369,0,19,57,1,0,0,5,-2.42331812059274,0,23,30,366,1,0,0,244,175,11,17.8342748789486,0,0,39,0,30,6,8,0,1,1,3,1,0,7,0,0,0,0,0,0,0,0,0,5,44,4,2,21,3,50,3,4,1,0,47.0,0.75,0,1,1,1,0,0,0,0,0,0,1,0,33;21;47,52,,101,52,0,2,2,0,0,1.0,0,0,0,0,0
2016,1,CLE,REG,PHI,12,26,190,0,1,3,-22,1,0,287,67,7,-10.9872172303949,-11.6331701668409,0,21,120,1,0,0,7,-7.40459200175246,0,12,26,190,0,0,0,287,67,7,-6.89418910224779,0,0,55,0,6,3,14,0,2,8,9,0,0,4,0,0,0,0,1,2,0,0,0,4,15,2,0,0,0,0,1,1,0,0,35.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,1,1,0,0,1.0,0,0,0,0,0
2016,1,DAL,REG,NYG,25,45,227,0,0,0,0,0,0,406,76,13,1.51319954098911,-6.8602607693783,0,30,101,1,0,0,10,-2.1555141180288,0,25,43,227,0,0,0,406,76,13,1.72429538876062,0,0,31,2,26,4,10,1,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,6,50,4,2,16,1,21,4,4,0,0,56.0,1.0,0,2,0,0,2,0,0,0,0,0,0,0,23;56;25;54,,,158,0,0,1,1,0,0,1.0,0,0,0,0,0
2016,1,DEN,REG,CAR,18,26,178,1,2,2,-19,0,0,125,90,11,-2.84724066432682,1.46731505027184,0,29,148,2,1,1,9,2.98960995735251,0,18,26,178,1,0,0,125,90,11,0.145560824574204,0,0,51,0,4,2,13,0,3,18,8,1,0,5,0,0,0,0,0,0,0,0,0,4,22,4,2,26,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
