season,team,season_type,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance_list
2020,ARI,REG,16,387,575,4102,27,13,29,-186,5,4,4475,1853,213,22.5056995892721,2.14376989307754,0,479,2237,22,9,1,144,28.9337421042085,0,387,545,4102,27,6,3,4475,1855,213,87.8102063428083,0,0,689,55,297,80,391,15,48,326,100,11,129,57,0,1,1,5,11,13,10,10,0,113,868,69,25,136,24,525,23,30,6,1,56,0.766666666666667,0,5,6,10,2,0,0,0,0,5,1,0,56;49;33;28;54;47;26;49;44;48;37;23;42;21;45;47;34;37;34;30;40;27;43,52;49;41;49;45;48,37,894,284,37,45,46,1,0,0.978260869565217,1,1,0,0,48
2020,ATL,REG,16,408,628,4620,27,11,41,-257,4,2,5417,1644,245,69.706193050569,1.27368527256753,1,409,1532,13,5,3,88,-42.0328955598945,0,408,605,4620,27,5,2,5417,1644,245,153.391044759512,1,0,663,27,341,53,258,17,29,221,92,12,204,51,1,2,0,0,6,7,9,9,0,83,736,71,17,152,20,409,38,40,2,0,54,0.95,0,11,11,8,8,0,0,0,1,1,0,0,49;49;42;27;41;32;29;36;23;46;31;54;50;21;47;43;20;37;36;29;52;35;28;51;52;38;39;30;29;54;53;30;28;45;32;52;22;21,48;39,,1433,87,0,34,38,4,0,0.894736842105263,0,0,0,0,
2020,BAL,REG,16,257,406,2919,27,11,32,-180,4,2,3531,1262,143,39.0635444359975,-0.0357014298134921,1,555,3071,24,11,5,174,68.9240954431216,1,257,392,2919,27,3,0,3531,1262,143,92.2399025362196,1,1,624,44,340,62,323,25,39,272,116,10,78,67,0,2,2,0,14,18,12,12,3,104,961,62,27,244,23,613,26,29,3,0,55,0.896551724137931,0,8,6,9,3,0,0,0,1,0,1,1,41;32;39;47;20;26;42;46;46;39;46;55;46;51;48;24;30;27;29;35;22;55;46;20;28;34,61;36;57,,974,154,0,52,53,0,1,0.981132075471698,1,1,0,0,55
2020,BUF,REG,16,410,596,4786,40,11,27,-166,5,2,5133,1946,240,177.374245980234,6.10426146198403,0,411,1723,16,6,5,125,-21.1479762489145,0,410,572,4786,40,3,2,5133,1946,240,227.628200687396,0,1,632,99,293,58,252,15,38,220,92,15,184,76,2,3,0,0,5,6,11,11,1,102,941,57,31,370,36,995,28,34,6,0,58,0.823529411764706,1,9,6,8,4,0,0,0,3,1,1,1,22;19;39;34;43;48;53;48;46;37;29;40;28;44;22;31;54;55;58;45;43;37;28;34;23;27;27;22,38;34;52;45;37;61,,1036,267,0,57,59,2,0,0.966101694915254,0,0,0,0,
2020,CAR,REG,16,373,550,4129,16,16,36,-241,2,2,4114,2035,193,12.2208798345298,3.00727798771361,1,407,1704,19,7,2,117,-8.140107134598,0,373,527,4129,16,3,1,4114,2035,193,84.9433834493002,1,0,580,20,408,51,225,14,29,199,89,7,110,58,0,2,0,0,6,9,15,15,3,95,752,69,20,117,29,734,29,36,6,1,56,0.805555555555556,0,11,10,7,1,0,0,0,0,1,3,2,47;46;31;23;29;24;30;22;31;27;38;39;22;21;20;48;43;39;47;46;56;37;40;21;35;26;36;22;33,42;54;65;51;67;54,28,979,333,28,33,36,2,1,0.916666666666667,0,2,2,0,67;54
2020,CHI,REG,16,402,614,3925,26,16,36,-270,5,2,4870,1717,218,-7.06199656879296,1.15531647465373,1,393,1647,12,1,0,97,-13.0087396489723,1,402,596,3925,26,5,3,4870,1720,218,56.7251344015004,1,1,659,24,332,58,248,15,35,234,88,10,81,71,0,4,1,0,13,15,8,8,1,88,777,69,25,190,47,1145,30,32,2,0,55,0.9375,0,9,10,9,2,0,0,0,0,1,1,0,35;28;34;35;27;47;38;31;55;31;42;44;29;51;22;23;42;27;45;39;32;42;35;48;42;20;40;30;27;20,50;46,,1061,96,0,36,37,0,1,0.972972972972973,0,0,0,0,
2020,CIN,REG,16,372,581,3793,19,11,48,-345,5,4,4727,1792,201,15.5702702830838,0.0506411013670608,0,411,1668,13,8,5,98,-46.7830622551681,0,372,566,3793,19,4,3,4727,1792,201,89.5061067279017,0,1,598,28,390,43,151,10,17,83,73,11,84,80,0,1,0,0,5,7,6,6,0,83,675,64,23,232,31,764,27,34,7,0,55,0.794117647058824,0,3,13,8,3,0,0,0,2,2,3,0,50;43;38;43;27;48;31;25;35;40;46;30;38;47;55;37;23;33;37;53;44;34;33;35;48;36;38,31;48;34;58;53;55;49,,1047,328,0,32,33,1,0,0.96969696969697,0,0,0,0,
2020,CLE,REG,16,315,501,3701,27,8,26,-162,4,3,4237,1406,195,92.3942149580111,2.88963897644325,1,495,2374,21,7,3,137,-6.81477838691402,1,315,467,3701,27,6,2,4237,1406,195,158.435148621328,1,0,641,45,327,48,211,17,38,262,75,11,214,74,2,1,2,0,14,18,10,10,0,100,870,52,24,115,36,795,19,24,4,1,46,0.791666666666667,0,5,4,10,0,0,0,0,2,1,0,1,42;30;37;44;24;36;46;43;41;38;41;46;28;24;45;27;43;44;23,41;37;39;61,47,702,178,47,43,48,5,0,0.895833333333333,0,0,0,0,
2020,DAL,REG,16,413,639,4511,25,13,44,-350,7,5,4759,2060,231,-13.5501947471038,-1.11227495840342,1,430,1788,14,7,5,119,-18.9859634965915,3,413,617,4511,25,3,3,4759,2060,231,85.274430609137,1,1,636,20,386,49,184,16,31,178,74,10,108,46,0,1,0,0,5,8,12,13,2,96,849,68,29,265,37,965,34,41,7,0,59,0.829268292682927,1,5,13,12,3,0,0,0,0,1,5,1,33;33;46;43;42;24;40;34;34;45;49;49;59;38;44;45;39;19;33;32;28;31;34;20;55;48;46;35;20;21;38;46;57;36,53;58;52;40;53;52;60,,1296,368,0,33,36,1,2,0.916666666666667,2,2,0,0,46;34
2020,DEN,REG,16,317,556,3673,21,23,32,-222,5,3,5026,1623,177,-62.6627923174952,-5.09082752141899,2,442,1918,13,7,2,106,-37.6195403778461,0,317,533,3673,21,6,3,5026,1623,177,7.27923038947161,2,1,689,24,304,61,328,12,42,282,93,10,130,64,0,3,0,0,11,17,6,6,0,81,670,59,20,267,27,557,28,35,5,2,58,0.8,0,6,4,8,10,0,0,0,1,0,4,0,49;28;56;40;54;53;45;44;27;52;20;54;43;35;43;41;50;33;29;47;58;53;30;50;52;22;37;26,58;57;51;37;56,70;63,1171,259,133,25,30,5,0,0.833333333333333,0,1,0,1,63
